year,country,animal_id,order,family,genus,binomial,pregnant_mod,lactating_mod,specimen_id,specimen_type_group,test_requested,test_requested_protocol,test_requested_mod,test_requested_viral_family,diagnostic_laboratory_name,test_id,confirmation_result_mod,virus_detected,viral_species
2009,Bangladesh,147720,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,1,0,701564,uro/urogenital swab,Adenoviruses,"Wellehan et al, Pol gene","Adenoviridae, Adenoviruses: Wellehan, Pol",Adenoviridae,"Center for Infection and Immunity, Columbia University",697266,Positive,1,Bat adenovirus -1
2009,Bangladesh,147720,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,1,0,701564,uro/urogenital swab,Herpesviruses,"Van DeVanter et al, Pol gene","Herpesviridae, Herpesviruses: VanDevanter, Pol",Herpesviridae,"Center for Infection and Immunity, Columbia University",697273,Positive,1,PREDICT_HV-7
2009,Bangladesh,147728,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,1,1,701661,uro/urogenital swab,Adenoviruses,"Wellehan et al, Pol gene","Adenoviridae, Adenoviruses: Wellehan, Pol",Adenoviridae,"Center for Infection and Immunity, Columbia University",172334,Positive,1,PREDICT_AdV-5
2009,Bangladesh,147728,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,1,1,701661,uro/urogenital swab,Astroviruses,"Atkins et al, RdRp gene","Astroviridae, Astroviruses: Atkins, RdRp",Astroviridae,"Center for Infection and Immunity, Columbia University",172333,Negative,0,NA
2009,Bangladesh,147728,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,1,1,701661,uro/urogenital swab,Bocaviruses,"Kapoor et al, NS1 gene","Parvoviridae, Bocaviruses: Kapoor, NS1",Parvoviridae,"Center for Infection and Immunity, Columbia University",172330,Negative,0,NA
2009,Bangladesh,147728,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,1,1,701661,uro/urogenital swab,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"Center for Infection and Immunity, Columbia University",172331,Negative,0,NA
2009,Bangladesh,147728,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,1,1,701661,uro/urogenital swab,Herpesviruses,"Van DeVanter et al, Pol gene","Herpesviridae, Herpesviruses: VanDevanter, Pol",Herpesviridae,"Center for Infection and Immunity, Columbia University",172336,Positive,1,PREDICT_HV-8
2009,Bangladesh,147728,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,1,1,701661,uro/urogenital swab,Nipahviruses,"Wacharapluesadee et al, N gene","Paramyxoviridae, Niphaviruses: Wacharapluesadee, N",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",172329,Negative,0,NA
2009,Bangladesh,147728,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,1,1,701661,uro/urogenital swab,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",172332,Negative,0,NA
2009,Bangladesh,147728,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,1,1,701661,uro/urogenital swab,Polyomaviruses,"Johne, VP1 gene","Polyomaviridae, Polyomaviruses: Johne, VP1",Polyomaviridae,"Center for Infection and Immunity, Columbia University",172337,Negative,0,NA
2009,Bangladesh,147732,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,0,0,701484,uro/urogenital swab,Adenoviruses,"Wellehan et al, Pol gene","Adenoviridae, Adenoviruses: Wellehan, Pol",Adenoviridae,"Center for Infection and Immunity, Columbia University",172344,Negative,0,NA
2009,Bangladesh,147732,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,0,0,701484,uro/urogenital swab,Astroviruses,"Atkins et al, RdRp gene","Astroviridae, Astroviruses: Atkins, RdRp",Astroviridae,"Center for Infection and Immunity, Columbia University",172343,Negative,0,NA
2009,Bangladesh,147732,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,0,0,701484,uro/urogenital swab,Bocaviruses,"Kapoor et al, NS1 gene","Parvoviridae, Bocaviruses: Kapoor, NS1",Parvoviridae,"Center for Infection and Immunity, Columbia University",172340,Negative,0,NA
2009,Bangladesh,147732,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,0,0,701484,uro/urogenital swab,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"Center for Infection and Immunity, Columbia University",172341,Negative,0,NA
2009,Bangladesh,147732,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,0,0,701484,uro/urogenital swab,Herpesviruses,"Van DeVanter et al, Pol gene","Herpesviridae, Herpesviruses: VanDevanter, Pol",Herpesviridae,"Center for Infection and Immunity, Columbia University",172346,Negative,0,NA
2009,Bangladesh,147732,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,0,0,701484,uro/urogenital swab,Nipahviruses,"Wacharapluesadee et al, N gene","Paramyxoviridae, Niphaviruses: Wacharapluesadee, N",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",172339,Negative,0,NA
2009,Bangladesh,147732,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,0,0,701484,uro/urogenital swab,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",172342,Negative,0,NA
2009,Bangladesh,147732,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,0,0,701484,uro/urogenital swab,Polyomaviruses,"Johne, VP1 gene","Polyomaviridae, Polyomaviruses: Johne, VP1",Polyomaviridae,"Center for Infection and Immunity, Columbia University",172347,Negative,0,NA
2009,Bangladesh,147733,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,1,1,701490,uro/urogenital swab,Adenoviruses,"Wellehan et al, Pol gene","Adenoviridae, Adenoviruses: Wellehan, Pol",Adenoviridae,"Center for Infection and Immunity, Columbia University",167206,Negative,0,NA
2009,Bangladesh,147733,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,1,1,701490,uro/urogenital swab,Bocaviruses,"Kapoor et al, NS1 gene","Parvoviridae, Bocaviruses: Kapoor, NS1",Parvoviridae,"Center for Infection and Immunity, Columbia University",165125,Negative,0,NA
2009,Bangladesh,147733,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,1,1,701490,uro/urogenital swab,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"Center for Infection and Immunity, Columbia University",165176,Negative,0,NA
2009,Bangladesh,147733,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,1,1,701490,uro/urogenital swab,Nipahviruses,"Wacharapluesadee et al, N gene","Paramyxoviridae, Niphaviruses: Wacharapluesadee, N",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",165124,Negative,0,NA
2009,Bangladesh,147736,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,0,0,701655,uro/urogenital swab,Herpesviruses,"Van DeVanter et al, Pol gene","Herpesviridae, Herpesviruses: VanDevanter, Pol",Herpesviridae,"Center for Infection and Immunity, Columbia University",697269,Positive,1,PREDICT_HV-10
2009,Bangladesh,147738,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,1,0,701634,uro/urogenital swab,Adenoviruses,"Wellehan et al, Pol gene","Adenoviridae, Adenoviruses: Wellehan, Pol",Adenoviridae,"Center for Infection and Immunity, Columbia University",172524,Negative,0,NA
2009,Bangladesh,147738,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,1,0,701634,uro/urogenital swab,Astroviruses,"Atkins et al, RdRp gene","Astroviridae, Astroviruses: Atkins, RdRp",Astroviridae,"Center for Infection and Immunity, Columbia University",172523,Negative,0,NA
2009,Bangladesh,147738,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,1,0,701634,uro/urogenital swab,Bocaviruses,"Kapoor et al, NS1 gene","Parvoviridae, Bocaviruses: Kapoor, NS1",Parvoviridae,"Center for Infection and Immunity, Columbia University",172520,Negative,0,NA
2009,Bangladesh,147738,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,1,0,701634,uro/urogenital swab,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"Center for Infection and Immunity, Columbia University",172521,Negative,0,NA
2009,Bangladesh,147738,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,1,0,701634,uro/urogenital swab,Herpesviruses,"Van DeVanter et al, Pol gene","Herpesviridae, Herpesviruses: VanDevanter, Pol",Herpesviridae,"Center for Infection and Immunity, Columbia University",172526,Negative,0,NA
2009,Bangladesh,147738,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,1,0,701634,uro/urogenital swab,Nipahviruses,"Wacharapluesadee et al, N gene","Paramyxoviridae, Niphaviruses: Wacharapluesadee, N",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",172519,Negative,0,NA
2009,Bangladesh,147738,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,1,0,701634,uro/urogenital swab,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",172522,Negative,0,NA
2009,Bangladesh,147738,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,1,0,701634,uro/urogenital swab,Polyomaviruses,"Johne, VP1 gene","Polyomaviridae, Polyomaviruses: Johne, VP1",Polyomaviridae,"Center for Infection and Immunity, Columbia University",172527,Negative,0,NA
2010,Bangladesh,147745,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,1,0,701817,uro/urogenital swab,Adenoviruses,"Wellehan et al, Pol gene","Adenoviridae, Adenoviruses: Wellehan, Pol",Adenoviridae,"Center for Infection and Immunity, Columbia University",172704,Positive,1,PREDICT_AdV-8
2010,Bangladesh,147745,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,1,0,701817,uro/urogenital swab,Astroviruses,"Atkins et al, RdRp gene","Astroviridae, Astroviruses: Atkins, RdRp",Astroviridae,"Center for Infection and Immunity, Columbia University",172703,Negative,0,NA
2010,Bangladesh,147745,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,1,0,701817,uro/urogenital swab,Bocaviruses,"Kapoor et al, NS1 gene","Parvoviridae, Bocaviruses: Kapoor, NS1",Parvoviridae,"Center for Infection and Immunity, Columbia University",172700,Negative,0,NA
2010,Bangladesh,147745,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,1,0,701817,uro/urogenital swab,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"Center for Infection and Immunity, Columbia University",172701,Negative,0,NA
2010,Bangladesh,147745,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,1,0,701817,uro/urogenital swab,Herpesviruses,"Van DeVanter et al, Pol gene","Herpesviridae, Herpesviruses: VanDevanter, Pol",Herpesviridae,"Center for Infection and Immunity, Columbia University",172706,Negative,0,NA
2010,Bangladesh,147745,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,1,0,701817,uro/urogenital swab,Nipahviruses,"Wacharapluesadee et al, N gene","Paramyxoviridae, Niphaviruses: Wacharapluesadee, N",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",172699,Negative,0,NA
2010,Bangladesh,147745,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,1,0,701817,uro/urogenital swab,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",172702,Negative,0,NA
2010,Bangladesh,147745,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,1,0,701817,uro/urogenital swab,Polyomaviruses,"Johne, VP1 gene","Polyomaviridae, Polyomaviruses: Johne, VP1",Polyomaviridae,"Center for Infection and Immunity, Columbia University",172707,Negative,0,NA
2010,Bangladesh,147749,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,0,0,701835,uro/urogenital swab,Adenoviruses,"Wellehan et al, Pol gene","Adenoviridae, Adenoviruses: Wellehan, Pol",Adenoviridae,"Center for Infection and Immunity, Columbia University",172614,Negative,0,NA
2010,Bangladesh,147749,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,0,0,701835,uro/urogenital swab,Astroviruses,"Atkins et al, RdRp gene","Astroviridae, Astroviruses: Atkins, RdRp",Astroviridae,"Center for Infection and Immunity, Columbia University",172613,Positive,1,PREDICT_MAstV-3
2010,Bangladesh,147749,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,0,0,701835,uro/urogenital swab,Bocaviruses,"Kapoor et al, NS1 gene","Parvoviridae, Bocaviruses: Kapoor, NS1",Parvoviridae,"Center for Infection and Immunity, Columbia University",172610,Negative,0,NA
2010,Bangladesh,147749,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,0,0,701835,uro/urogenital swab,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"Center for Infection and Immunity, Columbia University",172611,Negative,0,NA
2010,Bangladesh,147749,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,0,0,701835,uro/urogenital swab,Herpesviruses,"Van DeVanter et al, Pol gene","Herpesviridae, Herpesviruses: VanDevanter, Pol",Herpesviridae,"Center for Infection and Immunity, Columbia University",172616,Negative,0,NA
2010,Bangladesh,147749,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,0,0,701835,uro/urogenital swab,Nipahviruses,"Wacharapluesadee et al, N gene","Paramyxoviridae, Niphaviruses: Wacharapluesadee, N",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",172609,Negative,0,NA
2010,Bangladesh,147749,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,0,0,701835,uro/urogenital swab,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",172612,Negative,0,NA
2010,Bangladesh,147749,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,0,0,701835,uro/urogenital swab,Polyomaviruses,"Johne, VP1 gene","Polyomaviridae, Polyomaviruses: Johne, VP1",Polyomaviridae,"Center for Infection and Immunity, Columbia University",172617,Negative,0,NA
2010,Bangladesh,147756,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,1,0,701878,uro/urogenital swab,Adenoviruses,"Wellehan et al, Pol gene","Adenoviridae, Adenoviruses: Wellehan, Pol",Adenoviridae,"Center for Infection and Immunity, Columbia University",172554,Negative,0,NA
2010,Bangladesh,147756,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,1,0,701878,uro/urogenital swab,Astroviruses,"Atkins et al, RdRp gene","Astroviridae, Astroviruses: Atkins, RdRp",Astroviridae,"Center for Infection and Immunity, Columbia University",172553,Negative,0,NA
2010,Bangladesh,147756,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,1,0,701878,uro/urogenital swab,Bocaviruses,"Kapoor et al, NS1 gene","Parvoviridae, Bocaviruses: Kapoor, NS1",Parvoviridae,"Center for Infection and Immunity, Columbia University",172550,Negative,0,NA
2010,Bangladesh,147756,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,1,0,701878,uro/urogenital swab,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"Center for Infection and Immunity, Columbia University",172551,Negative,0,NA
2010,Bangladesh,147756,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,1,0,701878,uro/urogenital swab,Herpesviruses,"Van DeVanter et al, Pol gene","Herpesviridae, Herpesviruses: VanDevanter, Pol",Herpesviridae,"Center for Infection and Immunity, Columbia University",172556,Negative,0,NA
2010,Bangladesh,147756,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,1,0,701878,uro/urogenital swab,Nipahviruses,"Wacharapluesadee et al, N gene","Paramyxoviridae, Niphaviruses: Wacharapluesadee, N",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",172549,Negative,0,NA
2010,Bangladesh,147756,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,1,0,701878,uro/urogenital swab,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",172552,Negative,0,NA
2010,Bangladesh,147756,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,1,0,701878,uro/urogenital swab,Polyomaviruses,"Johne, VP1 gene","Polyomaviridae, Polyomaviruses: Johne, VP1",Polyomaviridae,"Center for Infection and Immunity, Columbia University",172557,Negative,0,NA
2010,Bangladesh,147757,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,0,0,701698,uro/urogenital swab,Adenoviruses,"Wellehan et al, Pol gene","Adenoviridae, Adenoviruses: Wellehan, Pol",Adenoviridae,"Center for Infection and Immunity, Columbia University",164352,Negative,0,NA
2010,Bangladesh,147757,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,0,0,701698,uro/urogenital swab,Bocaviruses,"Kapoor et al, NS1 gene","Parvoviridae, Bocaviruses: Kapoor, NS1",Parvoviridae,"Center for Infection and Immunity, Columbia University",271477,Negative,0,NA
2010,Bangladesh,147757,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,0,0,701698,uro/urogenital swab,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"Center for Infection and Immunity, Columbia University",169259,Negative,0,NA
2010,Bangladesh,147757,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,0,0,701698,uro/urogenital swab,Herpesviruses,"Van DeVanter et al, Pol gene","Herpesviridae, Herpesviruses: VanDevanter, Pol",Herpesviridae,"Center for Infection and Immunity, Columbia University",270012,Negative,0,NA
2010,Bangladesh,147757,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,0,0,701698,uro/urogenital swab,Nipahviruses,"Wacharapluesadee et al, N gene","Paramyxoviridae, Niphaviruses: Wacharapluesadee, N",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",169258,Negative,0,NA
2010,Bangladesh,147764,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,1,0,701706,uro/urogenital swab,Adenoviruses,"Wellehan et al, Pol gene","Adenoviridae, Adenoviruses: Wellehan, Pol",Adenoviridae,"Center for Infection and Immunity, Columbia University",167217,Negative,0,NA
2010,Bangladesh,147764,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,1,0,701706,uro/urogenital swab,Bocaviruses,"Kapoor et al, NS1 gene","Parvoviridae, Bocaviruses: Kapoor, NS1",Parvoviridae,"Center for Infection and Immunity, Columbia University",271532,Negative,0,NA
2010,Bangladesh,147764,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,1,0,701706,uro/urogenital swab,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"Center for Infection and Immunity, Columbia University",167216,Negative,0,NA
2010,Bangladesh,147764,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,1,0,701706,uro/urogenital swab,Herpesviruses,"Van DeVanter et al, Pol gene","Herpesviridae, Herpesviruses: VanDevanter, Pol",Herpesviridae,"Center for Infection and Immunity, Columbia University",269808,Negative,0,NA
2010,Bangladesh,147764,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,1,0,701706,uro/urogenital swab,Nipahviruses,"Wacharapluesadee et al, N gene","Paramyxoviridae, Niphaviruses: Wacharapluesadee, N",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",165177,Negative,0,NA
2010,Bangladesh,147768,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,1,0,701716,uro/urogenital swab,Adenoviruses,"Wellehan et al, Pol gene","Adenoviridae, Adenoviruses: Wellehan, Pol",Adenoviridae,"Center for Infection and Immunity, Columbia University",172744,Negative,0,NA
2010,Bangladesh,147768,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,1,0,701716,uro/urogenital swab,Astroviruses,"Atkins et al, RdRp gene","Astroviridae, Astroviruses: Atkins, RdRp",Astroviridae,"Center for Infection and Immunity, Columbia University",172743,Negative,0,NA
2010,Bangladesh,147768,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,1,0,701716,uro/urogenital swab,Bocaviruses,"Kapoor et al, NS1 gene","Parvoviridae, Bocaviruses: Kapoor, NS1",Parvoviridae,"Center for Infection and Immunity, Columbia University",172740,Negative,0,NA
2010,Bangladesh,147768,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,1,0,701716,uro/urogenital swab,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"Center for Infection and Immunity, Columbia University",172741,Negative,0,NA
2010,Bangladesh,147768,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,1,0,701716,uro/urogenital swab,Herpesviruses,"Van DeVanter et al, Pol gene","Herpesviridae, Herpesviruses: VanDevanter, Pol",Herpesviridae,"Center for Infection and Immunity, Columbia University",172746,Negative,0,NA
2010,Bangladesh,147768,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,1,0,701716,uro/urogenital swab,Nipahviruses,"Wacharapluesadee et al, N gene","Paramyxoviridae, Niphaviruses: Wacharapluesadee, N",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",172739,Negative,0,NA
2010,Bangladesh,147768,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,1,0,701716,uro/urogenital swab,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",172742,Negative,0,NA
2010,Bangladesh,147768,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,1,0,701716,uro/urogenital swab,Polyomaviruses,"Johne, VP1 gene","Polyomaviridae, Polyomaviruses: Johne, VP1",Polyomaviridae,"Center for Infection and Immunity, Columbia University",172747,Negative,0,NA
2012,Brazil,151972,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,0,0,723004,blood products,Bocaviruses,"Kapoor et al, NS1 gene","Parvoviridae, Bocaviruses: Kapoor, NS1",Parvoviridae,"ICB II, University of São Paulo",269439,Negative,0,NA
2012,Brazil,151972,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,0,0,723004,blood products,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"ICB II, University of São Paulo",265997,Negative,0,NA
2012,Brazil,151972,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,0,0,723004,blood products,Nipahviruses,"Wacharapluesadee et al, N gene","Paramyxoviridae, Niphaviruses: Wacharapluesadee, N",Paramyxoviridae,"ICB II, University of São Paulo",269594,Negative,0,NA
2012,Brazil,151972,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,0,0,723004,blood products,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"ICB II, University of São Paulo",269770,Negative,0,NA
2012,Brazil,151977,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,0,1,723010,blood products,Bocaviruses,"Kapoor et al, NS1 gene","Parvoviridae, Bocaviruses: Kapoor, NS1",Parvoviridae,"ICB II, University of São Paulo",269367,Negative,0,NA
2012,Brazil,151977,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,0,1,723010,blood products,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"ICB II, University of São Paulo",265999,Negative,0,NA
2012,Brazil,151977,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,0,1,723010,blood products,Nipahviruses,"Wacharapluesadee et al, N gene","Paramyxoviridae, Niphaviruses: Wacharapluesadee, N",Paramyxoviridae,"ICB II, University of São Paulo",269596,Negative,0,NA
2012,Brazil,151977,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,0,1,723010,blood products,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"ICB II, University of São Paulo",269299,Negative,0,NA
2012,Brazil,151980,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,0,0,722798,oral/nasal/oropharyngeal swab,Bocaviruses,"Kapoor et al, NS1 gene","Parvoviridae, Bocaviruses: Kapoor, NS1",Parvoviridae,"ICB II, University of São Paulo",269449,Negative,0,NA
2012,Brazil,151980,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,0,0,722798,oral/nasal/oropharyngeal swab,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"ICB II, University of São Paulo",266007,Negative,0,NA
2012,Brazil,151980,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,0,0,722798,oral/nasal/oropharyngeal swab,Nipahviruses,"Wacharapluesadee et al, N gene","Paramyxoviridae, Niphaviruses: Wacharapluesadee, N",Paramyxoviridae,"ICB II, University of São Paulo",269624,Negative,0,NA
2012,Brazil,151980,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,0,0,722798,oral/nasal/oropharyngeal swab,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"ICB II, University of São Paulo",269775,Negative,0,NA
2012,Brazil,151981,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,0,1,722801,oral/nasal/oropharyngeal swab,Bocaviruses,"Kapoor et al, NS1 gene","Parvoviridae, Bocaviruses: Kapoor, NS1",Parvoviridae,"ICB II, University of São Paulo",269448,Negative,0,NA
2012,Brazil,151981,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,0,1,722801,oral/nasal/oropharyngeal swab,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"ICB II, University of São Paulo",265934,Negative,0,NA
2012,Brazil,151981,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,0,1,722801,oral/nasal/oropharyngeal swab,Nipahviruses,"Wacharapluesadee et al, N gene","Paramyxoviridae, Niphaviruses: Wacharapluesadee, N",Paramyxoviridae,"ICB II, University of São Paulo",269341,Negative,0,NA
2012,Brazil,151981,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,0,1,722801,oral/nasal/oropharyngeal swab,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"ICB II, University of São Paulo",269774,Negative,0,NA
2012,Brazil,151982,Chiroptera,Phyllostomidae,Artibeus,Artibeus planirostris,0,0,722890,rectal/anal swab,Bocaviruses,"Kapoor et al, NS1 gene","Parvoviridae, Bocaviruses: Kapoor, NS1",Parvoviridae,"ICB II, University of São Paulo",269450,Negative,0,NA
2012,Brazil,151982,Chiroptera,Phyllostomidae,Artibeus,Artibeus planirostris,0,0,722890,rectal/anal swab,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"ICB II, University of São Paulo",266008,Negative,0,NA
2012,Brazil,151982,Chiroptera,Phyllostomidae,Artibeus,Artibeus planirostris,0,0,722890,rectal/anal swab,Nipahviruses,"Wacharapluesadee et al, N gene","Paramyxoviridae, Niphaviruses: Wacharapluesadee, N",Paramyxoviridae,"ICB II, University of São Paulo",269625,Negative,0,NA
